Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine
Mercedes-Benz A-Class,"£17,000",2019,"40,554 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.3
Jeep Renegade,"£15,990",2021,"11,112 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.3
Toyota Corolla,"£19,790",2020,"22,541 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,2
Renault Megane E Tech,"£24,500",2022,225 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Toyota Corolla,"£26,420",2023,"5,125 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Yaris,"£17,990",2021,"15,503 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Peugeot 208,"£16,250",2022,"7,679 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Dacia Duster,"£12,133",2019,"29,876 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Fiat 124 Spider,"£11,400",2018,"24,731 miles",Manual,Petrol,2 seats,2 owner(s),2 doors,1.4
Renault Megane E Tech,"£39,000",2023,793 miles,Automatic,Electric,5 seats,214.6 bhp,5 doors,N/A
Kia e-Niro,"£19,500",2021,"9,913 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Hyundai Kona,"£17,899",2020,"12,144 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC60,"£18,990",2016,"50,325 miles",Semi-automatic,Diesel,5 seats,3 owner(s),5 doors,2
Volkswagen Tiguan,"£15,561",2018,"43,078 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,2
Honda CR-V,"£30,749",2023,"5,641 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Renault Captur,"£11,585",2020,"17,512 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Kia Sportage,"£16,390",2021,"28,639 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.6
Ford Grand C-MAX,"£8,688",2016,"52,336 miles",Manual,Petrol,7 seats,3 owner(s),5 doors,1
Dacia Duster,"£9,588",2017,"33,051 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
Citroen C3 Aircross,"£13,500",2021,"12,066 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Volkswagen Golf,"£9,995",2018,"78,200 miles",Automatic,Electric,5 seats,2 owner(s),5 doors,1
Honda CR-V,"£11,500",2016,"81,008 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Renault Zoe,"£12,388",2021,"5,118 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Ford Focus,"£9,650",2018,"40,687 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Volkswagen T-Cross,"£16,995",2020,"14,718 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Mercedes-Benz A-Class,"£16,182",2017,"18,251 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.6
BMW 3 Series,"£15,245",2016,"15,700 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Mercedes-Benz A-Class,"£12,250",2016,"45,780 miles",Semi-automatic,Diesel,5 seats,6 owner(s),5 doors,1.5
Skoda Kamiq,"£21,990",2023,"2,998 miles",Semi-automatic,Petrol,5 seats,108.6 bhp,5 doors,1
Honda CR-V,"£30,749",2023,"4,919 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
SEAT Arona,"£11,900",2021,"28,500 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Golf,"£11,501",2017,"65,480 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Vauxhall Corsa,"£10,741",2020,"24,427 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Toyota C-HR,"£20,690",2020,"21,947 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Hyundai Kona,"£17,899",2020,"12,144 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Zoe,"£11,788",2020,"9,421 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC60,"£18,990",2016,"50,325 miles",Semi-automatic,Diesel,5 seats,3 owner(s),5 doors,2
Volkswagen Golf,"£8,485",2016,"63,035 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
Kia e-Niro,"£19,500",2021,"9,913 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Hyundai Bayon,"£22,135",Not reported,10 miles,Manual,Petrol,5 seats,99.2 bhp,Not reported,1
Renault Zoe,"£11,188",2021,"21,274 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Captur,"£10,388",2019,"33,419 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.5
Kia Sportage,"£11,791",2016,"55,000 miles",Manual,Petrol,5 seats,3 owner(s),5 doors,1.6
Ford Focus Vignale,"£17,145",2020,"43,289 miles",Automatic,Diesel,5 seats,3 owner(s),5 doors,2
Toyota Yaris Cross,"£22,549",2021,"18,300 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.5
Volkswagen T-Roc,"£16,501",2019,"23,185 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Citroen C1,"£10,000",2021,"3,840 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Citroen C3 Aircross,"£13,500",2022,"12,852 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Dacia Duster,"£11,488",2020,"28,754 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen T-Cross,"£20,821",2021,"16,401 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Bayon,"£25,585",Not reported,10 miles,Semi-automatic,Petrol,5 seats,99.2 bhp,Not reported,1
MG MG4,"£18,042",2022,"20,688 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
SEAT Ateca,"£15,540",2019,"30,997 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Dacia Sandero Stepway,"£12,579",2022,"10,748 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Renault Megane E Tech,"£25,250",2022,"2,938 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q3,"£32,000",2019,"24,303 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Kia Stonic,"£14,540",2019,"14,854 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Kona,"£18,118",2020,"38,869 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Cupra Leon,"£25,000",2023,"4,998 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen T-Roc,"£17,995",2018,"44,743 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Kia Sportage,"£13,250",2018,"42,289 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.6
Honda HR-V,"£29,011",2023,"2,285 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Toyota Yaris,"£17,490",2021,"11,574 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Kia Niro,"£19,990",2020,"13,641 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Citroen C3,"£11,200",2021,"10,371 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Nissan Juke,"£26,495",2023,95 miles,Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Renault Megane E Tech,"£25,500",2022,"9,445 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Kia Sportage,"£16,250",2018,"33,471 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Volkswagen Taigo,"£24,749",2023,"4,000 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Renault Megane,"£19,241",2021,"7,209 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Nissan Leaf,"£13,850",2020,"19,425 miles",Automatic,Electric,5 seats,2 owner(s),5 doors,N/A
Hyundai Bayon,"£20,499",2023,"1,671 miles",Semi-automatic,Hybrid,5 seats,99.2 bhp,5 doors,1
MG ZS,"£12,340",2020,"33,040 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Renault Arkana,"£20,550",2022,"7,348 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,1.6
Renault Koleos,"£17,200",2020,"18,499 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,1.7
Renault Captur,"£18,800",2022,"9,255 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Renault Clio,"£14,600",2021,"1,457 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Renault Zoe,"£13,250",2022,"9,304 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Arkana,"£19,741",2022,"4,191 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),4 doors,1.6
Volkswagen T-Roc,"£20,245",2021,"19,324 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia Niro,"£14,210",2017,"40,071 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Volkswagen Golf,"£13,745",2019,"31,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Zoe,"£12,550",2022,"15,767 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Megane E Tech,"£25,500",2022,"5,921 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Peugeot 408,"£34,525",2023,"4,278 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Citroen C3,"£11,200",2021,"10,371 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Nissan Juke,"£26,495",2023,95 miles,Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Renault Megane E Tech,"£25,500",2022,"9,445 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Scala,"£20,000",2023,"4,998 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Cupra Ateca,"£38,460",Not reported,10 miles,Semi-automatic,Petrol,5 seats,147.5 bhp,Not reported,1.5
Nissan Leaf,"£15,690",2020,"10,454 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Nissan Qashqai,"£20,341",2022,"11,452 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Honda Jazz,"£20,000",2020,"12,463 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Volkswagen Tiguan,"£28,651",2020,"14,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,N/A
Volkswagen ID.5,"£42,000",2023,10 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Polo,"£18,061",2022,"5,722 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Dacia Sandero Stepway,"£13,718",2022,"12,827 miles",Manual,Petrol,5 seats,89.8 bhp,5 doors,1
Volkswagen T-Roc,"£16,999",2021,"17,865 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Qashqai,"£20,384",2022,"19,545 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Hyundai Tucson,"£32,165",Not reported,10 miles,Manual,Petrol,5 seats,147.5 bhp,Not reported,1.6
Toyota C-HR,"£18,490",2019,"20,401 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Hyundai IONIQ,"£14,792",2020,"16,426 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Toyota Corolla,"£27,190",2023,"8,921 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Renault Zoe,"£11,550",2021,"22,077 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Zoe,"£11,550",2021,"30,365 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Zoe,"£11,738",2021,"15,296 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
SEAT Leon,"£8,111",2016,"75,301 miles",Manual,Diesel,5 seats,3 owner(s),5 doors,1.6
Kia Stonic,"£19,000",2022,"20,003 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1
Nissan Juke,"£15,334",2021,"12,955 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Juke,"£22,785",2023,137 miles,Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Nissan Qashqai,"£21,179",2022,"10,998 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Volkswagen Tiguan,"£37,500",2023,"4,265 miles",Semi-automatic,Hybrid,5 seats,241.4 bhp,5 doors,1.4
Volkswagen Polo,"£16,421",2022,"5,952 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Citroen C4 Cactus,"£10,800",2019,"19,073 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Volkswagen ID.4,"£29,001",2023,"6,194 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Golf,"£19,401",2020,"19,741 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Kia Sportage,"£12,000",2017,"37,613 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.7
Vauxhall Crossland,"£14,000",2021,"10,423 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
Kia Rio,"£14,789",2021,"10,684 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Honda Civic,"£16,750",2019,"14,599 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Honda Jazz,"£19,250",2021,"25,355 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Volkswagen Polo,"£19,382",2023,"5,968 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Golf,"£13,495",2019,"42,300 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Honda Civic,"£11,950",2018,"19,839 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Toyota C-HR,"£16,025",2020,"38,086 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Volkswagen Golf SV,"£12,370",2019,"66,043 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Toyota C-HR,"£15,816",2020,"41,386 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Hyundai IONIQ,"£14,879",2021,"44,650 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Audi A1,"£18,400",2022,"10,998 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota C-HR,"£15,662",2020,"43,371 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Renault Captur,"£10,646",2019,"31,282 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,N/A
Ford EcoSport,"£8,459",2017,"43,000 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Peugeot 3008,"£9,557",2016,"22,640 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Dacia Jogger,"£17,418",2022,"5,825 miles",Manual,Petrol,7 seats,1 owner(s),5 doors,1
Honda HR-V,"£15,000",2018,"16,208 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
Fiat 500,"£12,900",2020,"12,993 miles",Semi-automatic,Petrol,4 seats,1 owner(s),3 doors,1.2
Kia Picanto,"£9,980",2020,"7,871 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Renault Arkana,"£29,495",2023,11 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,1.6
Dacia Sandero,"£13,433",2023,"1,482 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Renault Zoe,"£11,591",2020,"21,202 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Zoe,"£11,517",2020,"16,586 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen T-Roc,"£16,995",2020,"30,384 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Qashqai,"£20,495",2022,"6,896 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Kia Stonic,"£16,500",2021,"24,987 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1
Skoda Kamiq,"£18,590",2023,"3,998 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
MG ZS,"£12,798",2021,"28,884 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Nissan Qashqai,"£18,795",2022,"6,547 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Renault Arkana,"£20,300",2023,"14,986 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,1.6
Nissan X-Trail,"£11,545",2016,"76,478 miles",Automatic,Diesel,5 seats,2 owner(s),5 doors,1.6
Peugeot 3008,"£16,990",2021,"46,574 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Toyota GR Supra,"£46,989",2023,"4,182 miles",Semi-automatic,Petrol,2 seats,1 owner(s),2 doors,3
Kia Optima,"£11,352",2018,"49,759 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Audi A3,"£33,500",2022,"13,676 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Jaguar XE,"£15,499",2018,"31,209 miles",Automatic,Diesel,5 seats,4 owner(s),4 doors,2
Renault Clio,"£13,499",2022,"2,853 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Renault Zoe,"£11,431",2020,"23,373 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Polo,"£12,949",2020,"16,528 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Renault Zoe,"£12,216",2021,"7,253 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Kamiq,"£14,790",2021,"10,098 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Lexus NX,"£19,466",2016,"28,044 miles",Automatic,Hybrid,5 seats,4 owner(s),5 doors,2.5
Honda Jazz,"£14,125",2020,"10,716 miles",Automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Renault Clio,"£13,299",2022,"5,718 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Golf,"£15,995",2020,"26,041 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Citroen C3 Aircross,"£9,000",2019,"44,088 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Renault Austral,"£32,383",2023,487 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.2
Toyota C-HR,"£15,681",2019,"59,059 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Renault Captur,"£21,096",2022,"2,188 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Skoda Octavia,"£14,690",2019,"27,850 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Kamiq,"£15,790",2021,"40,370 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
MINI Countryman,"£15,695",2019,"24,265 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
SEAT Ateca,"£20,795",2021,"27,080 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.5
SEAT Arona,"£21,000",2023,"1,998 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Fiesta,"£7,750",2017,"46,414 miles",Manual,Petrol,5 seats,3 owner(s),3 doors,1
Hyundai Kona,"£18,646",2021,"26,904 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Cupra Formentor,"£26,900",2023,"7,998 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Toyota RAV4,"£28,990",2021,"15,787 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Hyundai i20,"£7,749",2019,"83,943 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Cupra Leon,"£26,000",2023,10 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Nissan Qashqai,"£12,968",2018,"52,129 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
Toyota RAV4,"£12,860",2016,"70,234 miles",Manual,Diesel,5 seats,3 owner(s),5 doors,2
Volkswagen Polo,"£12,240",2018,"31,288 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Peugeot 2008,"£14,400",2020,"8,357 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Kia Sportage,"£24,295",2022,"12,520 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.6
Volkswagen Polo,"£22,695",2022,"11,044 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Honda ZR-V,"£38,090",2023,"2,010 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Honda Jazz,"£20,370",2021,"14,575 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Volkswagen Touran,"£20,990",2021,"44,751 miles",Semi-automatic,Petrol,7 seats,1 owner(s),5 doors,1.5
Audi Q2,"£14,568",2017,"23,800 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen ID.5,"£43,490",2023,"6,000 miles",Automatic,Electric,5 seats,295 bhp,5 doors,N/A
Skoda Enyaq,"£41,500",2023,"3,998 miles",Automatic,Electric,5 seats,261.5 bhp,5 doors,N/A
Renault Clio,"£8,499",2018,"38,754 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,0.9
Cupra Formentor,"£30,000",2022,"6,800 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Volkswagen Tiguan,"£23,571",2018,"35,364 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Dacia Duster,"£11,250",2020,"28,082 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Ford Mustang,"£22,850",2017,"47,739 miles",Manual,Petrol,4 seats,4 owner(s),2 doors,2.3
MINI Convertible,"£9,999",2016,"35,956 miles",Manual,Petrol,4 seats,3 owner(s),2 doors,2
Hyundai Tucson,"£18,505",2019,"17,388 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
SEAT Ibiza,"£13,000",2020,"20,035 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Peugeot 208,"£16,152",2022,"8,844 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Kia Venga,"£9,650",2016,"24,597 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Mazda CX-30,"£17,750",2020,"17,334 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,2
Kia Sportage,"£16,801",2019,"29,200 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
Volkswagen ID.4,"£33,890",2023,"1,330 miles",Automatic,Electric,5 seats,171.7 bhp,5 doors,N/A
Honda CR-V,"£29,695",2021,"11,928 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Dacia Duster,"£11,241",2019,"40,019 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.3
Renault Clio,"£9,550",2019,"25,897 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,0.9
Honda CR-V,"£30,258",2023,"12,567 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Honda Civic,"£17,220",2020,"18,133 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai i10,"£9,900",2017,"22,000 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.2
Peugeot 3008,"£11,250",2017,"61,600 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Honda Jazz,"£11,750",2018,"45,318 miles",Manual,Petrol,5 seats,1 owner(s),Not reported,1.3
Skoda Kodiaq,"£21,990",2020,730 miles,Automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Hyundai i10,"£9,900",2017,"22,000 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.2
Vauxhall Corsa,"£11,046",2021,"16,520 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Toyota Prius+,"£19,240",2020,"45,124 miles",Automatic,Hybrid,7 seats,1 owner(s),5 doors,1.8
Toyota RAV4,"£14,490",2016,"66,784 miles",Automatic,Petrol,5 seats,2 owner(s),5 doors,2
Hyundai i20,"£8,749",2018,"31,278 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Volkswagen Polo,"£12,290",2019,"25,960 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Dacia Duster,"£11,241",2019,"40,019 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.3
Honda CR-V,"£29,695",2021,"11,928 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Peugeot 3008,"£11,250",2017,"61,600 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Honda Jazz,"£11,750",2018,"45,318 miles",Manual,Petrol,5 seats,1 owner(s),Not reported,1.3
Mercedes-Benz C-Class,"£17,499",2016,"27,352 miles",Semi-automatic,Petrol,5 seats,3 owner(s),4 doors,2
Ford EcoSport,"£12,249",2020,"22,020 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Citroen Grand C4 Picasso,"£13,495",2017,"42,960 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,N/A
MINI Countryman,"£12,998",2017,"48,334 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Vauxhall Mokka,"£17,188",2021,"3,847 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Renault Zoe,"£12,294",2022,"11,301 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Dacia Duster,"£16,688",2022,"10,752 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
MINI Countryman,"£15,113",2017,"62,568 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),5 doors,1.5
Dacia Duster,"£16,688",2022,"10,752 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Kia Ceed,"£16,500",2020,"19,012 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,1.6
Dacia Duster,"£14,788",2021,"16,305 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Vauxhall Mokka,"£7,600",2016,"44,609 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
BMW 4 Series,"£24,197",2019,"20,607 miles",Semi-automatic,Diesel,4 seats,2 owner(s),2 doors,3
SEAT Ateca,"£15,240",2019,"34,785 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Nissan Juke,"£25,414",2023,"9,131 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
SEAT Arona,"£19,690",2023,"7,327 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Juke,"£25,212",2023,"4,197 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Toyota Corolla,"£16,900",2020,"29,072 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Honda HR-V,"£23,599",2022,"20,313 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Citroen C3,"£14,700",2022,"11,529 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Ford Fiesta,"£12,872",2021,"19,939 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Tiguan,"£18,495",2018,"38,035 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A3,"£12,000",2016,"41,329 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
